genus_species,Order,Family,Genus,Species,tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Gastrophryne_carolinensis,Anura,Microhylidae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,32.3,4,1.587401052,2.5,2.7,2.6,1.9,1.9,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Microhylidae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,27.7,NA,NA,2.5,2.5,2.5,1.9,2,1.95,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Microhylidae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,32.1,4,1.587401052,2.6,2.5,2.55,1.9,1.9,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Microhylidae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,18.8,NA,NA,2,2,2,1.7,1.7,1.7,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Microhylidae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,27.3,3,1.44224957,2.3,2.5,2.4,1.9,1.7,1.8,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_carolinensis,Anura,Microhylidae,Gastrophryne,carolinensis,Gastrophryne_carolinensis_Microhylidae,21.8,NA,NA,2.4,2.2,2.3,1.8,1.7,1.75,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Gastrophryne_olivacea,Anura,Microhylidae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,27.2,1.7,1.193483192,2.2,2.5,2.35,1.9,1.9,1.9,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Microhylidae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,26,1.8,1.216440399,2.3,2.2,2.25,1.8,1.6,1.7,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Microhylidae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,34.8,3,1.44224957,2,2.1,2.05,1.8,1.8,1.8,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Microhylidae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,26.1,NA,NA,2.1,2.2,2.15,1.8,1.9,1.85,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophryne_olivacea,Anura,Microhylidae,Gastrophryne,olivacea,Gastrophryne_olivacea_Microhylidae,26.3,NA,NA,2.1,2.1,2.1,1.6,1.6,1.6,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Gastrophrynoides_borneensis,Anura,Microhylidae,Gastrophrynoides,borneensis,Gastrophrynoides_borneensis_Microhylidae,13.2,0.3,0.66943295,1.3,1.8,1.55,1.1,1.5,1.3,Subfossorial,NA,NA,NA,NA,NA
Gastrotheca_cornuta,Anura,Hemiphractidae,Gastrotheca,cornuta,Gastrotheca_cornuta_Hemiphractidae,74.3,30,3.107232506,11.9,10.9,11.4,8.5,8.2,8.35,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Gastrotheca_cornuta,Anura,Hemiphractidae,Gastrotheca,cornuta,Gastrotheca_cornuta_Hemiphractidae,73.1,25,2.924017738,11.1,10.9,11,8.8,9.2,9,Scansorial,Nocturnal,Plants,No free-living larvae,No larvae,Absent
Gastrotheca_pseustes,Anura,Hemiphractidae,Gastrotheca,pseustes,Gastrotheca_pseustes_Hemiphractidae,43.9,10,2.15443469,7.3,6.7,7,4.7,4.5,4.6,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Gastrotheca_pseustes,Anura,Hemiphractidae,Gastrotheca,pseustes,Gastrotheca_pseustes_Hemiphractidae,48,8,2,6.1,6,6.05,4.4,4.9,4.65,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Gastrotheca_pseustes,Anura,Hemiphractidae,Gastrotheca,pseustes,Gastrotheca_pseustes_Hemiphractidae,41,7,1.912931183,5.7,6,5.85,4.6,4.6,4.6,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Glyphoglossus_guttulatus,Anura,Microhylidae,Glyphoglossus,guttulatus,Calluella_guttulata_Microhylidae,48.6,12,2.289428485,4.3,4.1,4.2,3.6,3.6,3.6,Fossorial,NA,NA,Free-living larvae,NA,NA
Glyphoglossus_guttulatus,Anura,Microhylidae,Glyphoglossus,guttulatus,Calluella_guttulata_Microhylidae,46.3,12,2.289428485,4.2,3.8,4,3,3.1,3.05,Fossorial,NA,NA,Free-living larvae,NA,NA
Glyphoglossus_guttulatus,Anura,Microhylidae,Glyphoglossus,guttulatus,Calluella_guttulata_Microhylidae,32.6,3,1.44224957,3.2,2.9,3.05,2.3,2.5,2.4,Fossorial,NA,NA,Free-living larvae,NA,NA
Heleophryne_purcelli,Anura,Heleophrynidae,Heleophryne,purcelli,Heleophryne_purcelli_Heleophrynidae,40.6,6,1.817120593,6.4,6.2,6.3,5.1,4.8,4.95,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Present
Heleophryne_purcelli,Anura,Heleophrynidae,Heleophryne,purcelli,Heleophryne_purcelli_Heleophrynidae,41.9,6,1.817120593,6.4,5.9,6.15,5.3,5.2,5.25,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Present
Hemiphractus_bubalus,Anura,Hemiphractidae,Hemiphractus,bubalus,Hemiphractus_bubalus_Hemiphractidae,63.7,15,2.466212074,8.3,8.1,8.2,6.6,6.6,6.6,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,NA
Hemiphractus_bubalus,Anura,Hemiphractidae,Hemiphractus,bubalus,Hemiphractus_bubalus_Hemiphractidae,38.1,3,1.44224957,5.1,5.2,5.15,3.3,3.8,3.55,Scansorial,Nocturnal,NA,No free-living larvae,No larvae,NA
Hemisus_marmoratus,Anura,Hemisotidae,Hemisus,marmoratus,Hemisus_marmoratus_Hemisotidae,34.7,5.2,1.732478211,3.3,3,3.15,2.1,2.4,2.25,Fossorial,Both,Ground,Free-living larvae,Lentic water,Absent
Hemisus_marmoratus,Anura,Hemisotidae,Hemisus,marmoratus,Hemisus_marmoratus_Hemisotidae,41,10.8,2.210418899,3.5,3.2,3.35,2,2.3,2.15,Fossorial,Both,Ground,Free-living larvae,Lentic water,Absent
Hoplobatrachus_tigerinus,Anura,Dicroglossidae,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,81.8,53.9,3.777428521,10.6,10.9,10.75,8.1,7.9,8,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hoplobatrachus_tigerinus,Anura,Dicroglossidae,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,108.4,168,5.517848353,11.2,12.6,11.9,8.3,8.8,8.55,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hoplobatrachus_tigerinus,Anura,Dicroglossidae,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,126.9,156,5.383212612,14.7,14.9,14.8,11,11.4,11.2,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hoplophryne_rogersi,Anura,Microhylidae,Hoplophryne,rogersi,Hoplophryne_rogersi_Microhylidae,23,1.3,1.091392883,2.8,3.1,2.95,2.6,2.9,2.75,Ground-dwelling,NA,Plants,Free-living larvae,Lentic water,Absent
Hoplophryne_rogersi,Anura,Microhylidae,Hoplophryne,rogersi,Hoplophryne_rogersi_Microhylidae,24.7,1.8,1.216440399,2.9,2.9,2.9,2.2,2.3,2.25,Ground-dwelling,NA,Plants,Free-living larvae,Lentic water,Absent
Hoplophryne_rogersi,Anura,Microhylidae,Hoplophryne,rogersi,Hoplophryne_rogersi_Microhylidae,24.9,2.4,1.3388659,3.1,3,3.05,2.6,2.9,2.75,Ground-dwelling,NA,Plants,Free-living larvae,Lentic water,Absent
Hyla_chinensis,Anura,Hylidae,Hyla,chinensis,Hyla_chinensis_Hylidae,34.7,3.9,1.574060917,5.4,5.4,5.4,4.5,4.9,4.7,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Hyla_chinensis,Anura,Hylidae,Hyla,chinensis,Hyla_chinensis_Hylidae,34.5,2.7,1.39247665,4.4,4,4.2,3.2,3.2,3.2,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Hyla_chinensis,Anura,Hylidae,Hyla,chinensis,Hyla_chinensis_Hylidae,32.2,2.4,1.3388659,3.9,3.7,3.8,3.3,3.3,3.3,Scansorial,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Hylodes_nasus,Anura,Hylodidae,Hylodes,nasus,Hylodes_nasus_Hylodidae,40.2,6,1.817120593,6.3,5.8,6.05,4.4,4.5,4.45,Ground-dwelling,Diurnal,NA,Free-living larvae,Lotic water,NA
Hylodes_nasus,Anura,Hylodidae,Hylodes,nasus,Hylodes_nasus_Hylodidae,45.2,7,1.912931183,6.6,6.5,6.55,5,5.2,5.1,Ground-dwelling,Diurnal,NA,Free-living larvae,Lotic water,NA
Hylodes_nasus,Anura,Hylodidae,Hylodes,nasus,Hylodes_nasus_Hylodidae,38.9,5,1.709975947,5.9,5.6,5.75,4.4,4.2,4.3,Ground-dwelling,Diurnal,NA,Free-living larvae,Lotic water,NA
Hylophorbus_rufescens,Anura,Microhylidae,Hylophorbus,rufescens,Hylophorbus_rufescens_Microhylidae,38.8,7.2,1.930978769,5.6,5.2,5.4,4,4.1,4.05,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,NA
Hylophorbus_rufescens,Anura,Microhylidae,Hylophorbus,rufescens,Hylophorbus_rufescens_Microhylidae,34.8,5.1,1.721300621,4.4,3.9,4.15,3.4,3.2,3.3,Ground-dwelling,Nocturnal,Ground,No free-living larvae,No larvae,NA
Hymenochirus_boettgeri,Anura,Pipidae,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,36.1,3,1.44224957,1.8,1.8,1.8,1.8,1.8,1.8,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hymenochirus_boettgeri,Anura,Pipidae,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,36.8,3,1.44224957,1.5,1.6,1.55,1.5,1.6,1.55,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hymenochirus_boettgeri,Anura,Pipidae,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,30.4,3,1.44224957,1.9,1.9,1.9,1.9,1.9,1.9,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hymenochirus_boettgeri,Anura,Pipidae,Hymenochirus,boettgeri,Hymenochirus_boettgeri_Pipidae,28.2,2,1.25992105,1.5,1.7,1.6,1.5,1.7,1.6,Aquatic,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Hyperolius_bolifambae,Anura,Hyperoliidae,Hyperolius,bolifambae,Hyperolius_bolifambae_Hyperoliidae,28.1,2.4,1.3388659,4.7,4.4,4.55,3.6,3.5,3.55,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Present
Hyperolius_bolifambae,Anura,Hyperoliidae,Hyperolius,bolifambae,Hyperolius_bolifambae_Hyperoliidae,23.9,1.4,1.118688942,4.6,4,4.3,3.3,3.3,3.3,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Present
Hyperolius_bolifambae,Anura,Hyperoliidae,Hyperolius,bolifambae,Hyperolius_bolifambae_Hyperoliidae,24.2,2,1.25992105,4.4,4.2,4.3,3.5,3.9,3.7,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,Present
Hyperolius_viridiflavus,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,23.5,1.3,1.091392883,3.5,3.3,3.4,2.6,2.7,2.65,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hyperolius_viridiflavus,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,25.6,1.4,1.118688942,3.3,3.4,3.35,2.5,2.5,2.5,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Hyperolius_viridiflavus,Anura,Hyperoliidae,Hyperolius,viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,25.5,1.2,1.062658569,3.3,3.3,3.3,2.8,3,2.9,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Incilius_luetkenii,Anura,Bufonidae,Incilius,luetkenii,Incilius_luetkenii_Bufonidae,37.3,3,1.44224957,6.1,5.7,5.9,4.1,4.5,4.3,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Present
Incilius_nebulifer,Anura,Bufonidae,Incilius,nebulifer,Incilius_nebulifer_Bufonidae,113.9,204,5.886765317,13.6,12.7,13.15,7.6,7.4,7.5,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Incilius_nebulifer,Anura,Bufonidae,Incilius,nebulifer,Incilius_nebulifer_Bufonidae,56.9,133,5.104468722,7.4,7.4,7.4,5,5,5,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Incilius_nebulifer,Anura,Bufonidae,Incilius,nebulifer,Incilius_nebulifer_Bufonidae,80.6,53.3,3.763359755,10.1,9.3,9.7,6.8,7.6,7.2,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Ingerophrynus_galeatus,Anura,Bufonidae,Ingerophrynus,galeatus,Ingerophrynus_galeatus_Bufonidae,85.8,71,4.140817749,10.1,9,9.55,7.2,6.6,6.9,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Ingerophrynus_galeatus,Anura,Bufonidae,Ingerophrynus,galeatus,Ingerophrynus_galeatus_Bufonidae,69,41.4,3.459394684,7.5,7.5,7.5,5.9,6.1,6,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Ingerophrynus_galeatus,Anura,Bufonidae,Ingerophrynus,galeatus,Ingerophrynus_galeatus_Bufonidae,63.3,24.5,2.904392867,7.2,7.1,7.15,6.1,6,6.05,Ground-dwelling,NA,Lotic water,Free-living larvae,NA,Absent
Ischnocnema_parva,Anura,Brachycephalidae,Ischnocnema,parva,Ischnocnema_parva_Brachycephalidae,19.64,1.05,1.016396357,2.45,2.3,2.375,1.95,2.13,2.04,Subfossorial,Nocturnal,Ground,No free-living larvae,No larvae,NA
Kalophrynus_interlineatus,Anura,Microhylidae,Kalophrynus,interlineatus,Kalophrynus_interlineatus_Microhylidae,36.4,4.7,1.675068684,4.7,4.8,4.75,3.4,3.7,3.55,Subfossorial,Nocturnal,NA,NA,NA,Absent
Kalophrynus_interlineatus,Anura,Microhylidae,Kalophrynus,interlineatus,Kalophrynus_interlineatus_Microhylidae,39.3,8.8,2.064560231,4.6,4.6,4.6,3.4,3.7,3.55,Subfossorial,Nocturnal,NA,NA,NA,Absent
Kalophrynus_interlineatus,Anura,Microhylidae,Kalophrynus,interlineatus,Kalophrynus_interlineatus_Microhylidae,39,8.6,2.048799615,3.9,3.9,3.9,3.2,3.2,3.2,Subfossorial,Nocturnal,NA,NA,NA,Absent
Kalophrynus_pleurostigma,Anura,Microhylidae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma_Microhylidae,34.5,5.3,1.743513401,4.4,4.5,4.45,3.9,3.8,3.85,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kalophrynus_pleurostigma,Anura,Microhylidae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma_Microhylidae,45.5,12.5,2.320794417,5.8,5.7,5.75,4.5,4.5,4.5,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kalophrynus_pleurostigma,Anura,Microhylidae,Kalophrynus,pleurostigma,Kalophrynus_pleurostigma_Microhylidae,54,13.8,2.398610307,6.3,NA,6.3,5,NA,5,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kaloula_conjuncta,Anura,Microhylidae,Kaloula,conjuncta,Kaloula_conjuncta_Microhylidae,47.7,13.7,2.392802511,5.1,4.8,4.95,3.9,4.4,4.15,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Kaloula_conjuncta,Anura,Microhylidae,Kaloula,conjuncta,Kaloula_conjuncta_Microhylidae,47.9,10.1,2.161592333,5.5,5.3,5.4,4.4,4.2,4.3,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Kaloula_conjuncta,Anura,Microhylidae,Kaloula,conjuncta,Kaloula_conjuncta_Microhylidae,34,4.6,1.663103499,4.4,4.3,4.35,3.4,3.4,3.4,Scansorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,NA
Kaloula_indochinensis,Anura,Microhylidae,Kaloula,indochinensis,Kaloula_indochinensis_Microhylidae,55.3,17,2.571281591,5.6,5.6,5.6,3.8,4,3.9,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Kaloula_indochinensis,Anura,Microhylidae,Kaloula,indochinensis,Kaloula_indochinensis_Microhylidae,57.7,19,2.668401649,5.2,5.4,5.3,3.1,3.4,3.25,Ground-dwelling,Nocturnal,Lentic water,NA,NA,Absent
Kaloula_pulchra,Anura,Microhylidae,Kaloula,pulchra,Kaloula_pulchra_Microhylidae,67.8,44.7,3.548971467,6.9,7.2,7.05,5.3,5.3,5.3,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kaloula_pulchra,Anura,Microhylidae,Kaloula,pulchra,Kaloula_pulchra_Microhylidae,65.9,34.8,3.264823802,6.7,6.6,6.65,5.1,5.2,5.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Kurixalus_odontotarsus,Anura,Rhacophoridae,Kurixalus,odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,30.2,NA,NA,4.9,4.9,4.9,3.8,4.1,3.95,Scansorial,NA,NA,NA,NA,Absent
Kurixalus_odontotarsus,Anura,Rhacophoridae,Kurixalus,odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,31.9,NA,NA,5,5,5,4,3.8,3.9,Scansorial,NA,NA,NA,NA,Absent
Kurixalus_odontotarsus,Anura,Rhacophoridae,Kurixalus,odontotarsus,Kurixalus_odontotarsus_Rhacophoridae,38.3,4,1.587401052,6,6.1,6.05,4.7,4.9,4.8,Scansorial,NA,NA,NA,NA,Absent
Leiopelma_hochstetteri,Anura,Leiopelmatidae,Leiopelma,hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,41.8,6,1.817120593,6.5,6.5,6.5,5.5,5.2,5.35,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Leiopelma_hochstetteri,Anura,Leiopelmatidae,Leiopelma,hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,39,6,1.817120593,6.5,6,6.25,5,5,5,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Leiopelma_hochstetteri,Anura,Leiopelmatidae,Leiopelma,hochstetteri,Leiopelma_hochstetteri_Leiopelmatidae,36.1,4,1.587401052,6.2,6,6.1,5,4.5,4.75,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Lepidobatrachus_laevis,Anura,Ceratophryidae,Lepidobatrachus,laevis,Lepidobatrachus_laevis_Ceratophryidae,43,10,2.15443469,5,5.2,5.1,3.6,4.3,3.95,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Lepidobatrachus_laevis,Anura,Ceratophryidae,Lepidobatrachus,laevis,Lepidobatrachus_laevis_Ceratophryidae,86.6,93,4.530654896,7.9,8.5,8.2,4.9,5.3,5.1,Semiaquatic,Nocturnal,Lentic water,Free-living larvae,NA,Absent
Leptobrachella_bidoupensis,Anura,Megophryidae,Leptobrachella,bidoupensis,Leptobrachella_bidoupensis_Megophryidae,28.6,NA,NA,4.4,4.5,4.45,3.7,3.6,3.65,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_bidoupensis,Anura,Megophryidae,Leptobrachella,bidoupensis,Leptobrachella_bidoupensis_Megophryidae,28.8,NA,NA,4.1,4.2,4.15,3.7,3.6,3.65,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_dringi,Anura,Megophryidae,Leptobrachella,dringi,Leptobrachella_dringi_Megophryidae,44.2,5,1.709975947,6.8,6.4,6.6,5.4,5.5,5.45,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_dringi,Anura,Megophryidae,Leptobrachella,dringi,Leptobrachella_dringi_Megophryidae,42.2,3,1.44224957,6.2,5.9,6.05,5.1,4.8,4.95,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachella_dringi,Anura,Megophryidae,Leptobrachella,dringi,Leptobrachella_dringi_Megophryidae,40.5,5,1.709975947,5.9,5.5,5.7,5.3,5.1,5.2,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,NA
Leptobrachium_chapaense,Anura,Megophryidae,Leptobrachium,chapaense,Leptobrachium_chapaense_Megophryidae,51.1,9,2.080083823,7.3,7.1,7.2,5.7,5.9,5.8,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Leptobrachium_chapaense,Anura,Megophryidae,Leptobrachium,chapaense,Leptobrachium_chapaense_Megophryidae,51.7,9,2.080083823,7.6,7.5,7.55,6.8,6.4,6.6,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Leptobrachium_chapaense,Anura,Megophryidae,Leptobrachium,chapaense,Leptobrachium_chapaense_Megophryidae,61.2,21,2.758924176,9.3,8.6,8.95,7.9,7.5,7.7,Ground-dwelling,NA,Lotic water,Free-living larvae,Lotic water,Absent
Leptodactylodon_ovatus,Anura,Arthroleptidae,Leptodactylodon,ovatus,Leptodactylodon_ovatus_Arthroleptidae,39,7.8,1.983192483,4.7,NA,4.7,3.4,NA,3.4,Semiaquatic,NA,Ground,Free-living larvae,Lotic water,Absent
Leptodactylodon_ovatus,Anura,Arthroleptidae,Leptodactylodon,ovatus,Leptodactylodon_ovatus_Arthroleptidae,39.2,7.4,1.94869516,4.8,4.7,4.75,3.9,3.7,3.8,Semiaquatic,NA,Ground,Free-living larvae,Lotic water,Absent
Leptodactylodon_ovatus,Anura,Arthroleptidae,Leptodactylodon,ovatus,Leptodactylodon_ovatus_Arthroleptidae,25.5,2.3,1.320006122,NA,3.3,3.3,NA,2.7,2.7,Semiaquatic,NA,Ground,Free-living larvae,Lotic water,Absent
Leptodactylus_albilabris,Anura,Leptodactylidae,Leptodactylus,albilabris,Leptodactylus_albilabris_Leptodactylidae,31.4,2.4,1.3388659,4.4,4.3,4.35,3.6,3.5,3.55,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,NA
Leptodactylus_albilabris,Anura,Leptodactylidae,Leptodactylus,albilabris,Leptodactylus_albilabris_Leptodactylidae,34.1,3.7,1.546680374,4.7,4.8,4.75,3.7,3.6,3.65,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,NA
Leptodactylus_albilabris,Anura,Leptodactylidae,Leptodactylus,albilabris,Leptodactylus_albilabris_Leptodactylidae,33.2,2.8,1.409459746,4,4.3,4.15,3.3,3.5,3.4,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,NA
Leptodactylus_bolivianus,Anura,Leptodactylidae,Leptodactylus,bolivianus,Leptodactylus_bolivianus_Leptodactylidae,71,29.4,3.086377968,8,7.6,7.8,5.9,5.8,5.85,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Leptodactylus_bolivianus,Anura,Leptodactylidae,Leptodactylus,bolivianus,Leptodactylus_bolivianus_Leptodactylidae,102.7,55.3,3.809854386,9.4,9.5,9.45,6.8,7,6.9,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Leptodactylus_bolivianus,Anura,Leptodactylidae,Leptodactylus,bolivianus,Leptodactylus_bolivianus_Leptodactylidae,78.1,40.5,3.434142728,9.4,9.3,9.35,6.7,6.8,6.75,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Leptodactylus_melanonotus,Anura,Leptodactylidae,Leptodactylus,melanonotus,Leptodactylus_melanonotus_Leptodactylidae,34.5,3.4,1.503694596,3.8,3.7,3.75,3,2.8,2.9,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Obscured,Absent
Leptodactylus_melanonotus,Anura,Leptodactylidae,Leptodactylus,melanonotus,Leptodactylus_melanonotus_Leptodactylidae,33.2,3.2,1.473612599,4,4,4,3.2,3.1,3.15,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Obscured,Absent
Leptodactylus_melanonotus,Anura,Leptodactylidae,Leptodactylus,melanonotus,Leptodactylus_melanonotus_Leptodactylidae,33.7,3.3,1.488805553,4.2,3.9,4.05,3.4,2.9,3.15,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Obscured,Absent
Leptopelis_parkeri,Anura,Arthroleptidae,Leptopelis,parkeri,Leptopelis_parkeri_Arthroleptidae,58,10.5,2.18975957,8.2,8.4,8.3,5.9,6,5.95,Scansorial,Nocturnal,Ground,Free-living larvae,Lentic water,Present
Leptopelis_parkeri,Anura,Arthroleptidae,Leptopelis,parkeri,Leptopelis_parkeri_Arthroleptidae,55.5,7,1.912931183,8.2,8,8.1,6.5,6,6.25,Scansorial,Nocturnal,Ground,Free-living larvae,Lentic water,Present
Leptopelis_parkeri,Anura,Arthroleptidae,Leptopelis,parkeri,Leptopelis_parkeri_Arthroleptidae,40,2.5,1.357208808,6.2,6.3,6.25,4.9,5,4.95,Scansorial,Nocturnal,Ground,Free-living larvae,Lentic water,Present
Leptophryne_borbonica,Anura,Bufonidae,Leptophryne,borbonica,Leptophryne_borbonica_Bufonidae,34.4,4.8,1.686865331,4.3,4,4.15,3.2,3.5,3.35,Subfossorial,NA,Lotic water,Free-living larvae,NA,Absent
Leptophryne_borbonica,Anura,Bufonidae,Leptophryne,borbonica,Leptophryne_borbonica_Bufonidae,28.2,2.6,1.375068867,4.2,3.6,3.9,3.5,3.4,3.45,Subfossorial,NA,Lotic water,Free-living larvae,NA,Absent
Leptophryne_borbonica,Anura,Bufonidae,Leptophryne,borbonica,Leptophryne_borbonica_Bufonidae,26.9,2.5,1.357208808,3.6,3.6,3.6,3.1,2.9,3,Subfossorial,NA,Lotic water,Free-living larvae,NA,Absent
Limnodynastes_salmini,Anura,Limnodynastidae,Limnodynastes,salmini,Limnodynastes_salmini_Myobatrachidae,57.6,20,2.714417617,6.8,6.6,6.7,4.7,4.9,4.8,Subfossorial,NA,Lentic water,Free-living larvae,Lentic water,Absent
Limnodynastes_salmini,Anura,Limnodynastidae,Limnodynastes,salmini,Limnodynastes_salmini_Myobatrachidae,67.3,30,3.107232506,7.8,7.9,7.85,5.7,6.3,6,Subfossorial,NA,Lentic water,Free-living larvae,Lentic water,Absent
