genus_species,Order,Family,Genus,Species,tiplabel,SVL_mm,Mass_g,rootmass,ED_right_mm,ED_left_mm,eyemean,CD_right_mm,CD_left_mm,cormean,Adult_habitat,Activity_period,Mating_habitat,Life_history,Larval_habitat,Sex_dichromatism
Limnodynastes_salmini,Anura,Limnodynastidae,Limnodynastes,salmini,Limnodynastes_salmini_Myobatrachidae,60.4,23,2.84386698,7.7,7.6,7.65,6.1,6.2,6.15,Subfossorial,NA,Lentic water,Free-living larvae,Lentic water,Absent
Limnonectes_khasianus,Anura,Dicroglossidae,Limnonectes,khasianus,Limnonectes_laticeps_Dicroglossidae,38.4,8.1,2.00829885,6.1,6.2,6.15,4.5,4.7,4.6,Semiaquatic,Nocturnal,NA,Free-living larvae,Lentic water,NA
Limnonectes_khasianus,Anura,Dicroglossidae,Limnonectes,khasianus,Limnonectes_laticeps_Dicroglossidae,40.6,7.6,1.966095145,5.8,6.4,6.1,4.8,5.2,5,Semiaquatic,Nocturnal,NA,Free-living larvae,Lentic water,NA
Lithobates_berlandieri,Anura,Ranidae,Lithobates,berlandieri,Rana_berlandieri_Ranidae,61.5,22.2,2.810504758,7.8,7.5,7.65,6.2,6.2,6.2,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Lithobates_berlandieri,Anura,Ranidae,Lithobates,berlandieri,Rana_berlandieri_Ranidae,65.7,23,2.84386698,8.1,7.8,7.95,5.9,5.6,5.75,Semiaquatic,Both,Lotic water,Free-living larvae,Lotic water,Absent
Lithobates_catesbeianus,Anura,Ranidae,Lithobates,catesbeianus,Rana_catesbeiana_Ranidae,118.4,170,5.539658257,14.3,14,14.15,9.1,9.4,9.25,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_catesbeianus,Anura,Ranidae,Lithobates,catesbeianus,Rana_catesbeiana_Ranidae,120.7,216,6,NA,14.8,14.8,NA,9.5,9.5,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_pipiens,Anura,Ranidae,Lithobates,pipiens,Rana_pipiens_Ranidae,56.8,19.8,2.705339229,6.9,6.7,6.8,4.7,4.7,4.7,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_pipiens,Anura,Ranidae,Lithobates,pipiens,Rana_pipiens_Ranidae,58.2,21.8,2.793522441,7.3,NA,7.3,5.2,NA,5.2,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_pipiens,Anura,Ranidae,Lithobates,pipiens,Rana_pipiens_Ranidae,56.9,21.3,2.771999842,7.3,7,7.15,4.4,5.5,4.95,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_virgatipes,Anura,Ranidae,Lithobates,virgatipes,Rana_virgatipes_Ranidae,50.6,12.4,2.314589055,7.5,7.5,7.5,5.6,5.2,5.4,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_virgatipes,Anura,Ranidae,Lithobates,virgatipes,Rana_virgatipes_Ranidae,40.1,8.1,2.00829885,6.3,6.3,6.3,4.1,4,4.05,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithobates_virgatipes,Anura,Ranidae,Lithobates,virgatipes,Rana_virgatipes_Ranidae,49.5,12.4,2.314589055,6.8,6.6,6.7,4.8,4.7,4.75,Semiaquatic,Both,Lentic water,Free-living larvae,Lentic water,Absent
Lithodytes_lineatus,Anura,Leptodactylidae,Lithodytes,lineatus,Lithodytes_lineatus_Leptodactylidae,46.2,7.6,1.966095145,5.7,5.5,5.6,4.5,4.5,4.5,Subfossorial,Both,Ground,Free-living larvae,Obscured,NA
Mantella_aurantiaca,Anura,Mantellidae,Mantella,aurantiaca,Mantella_aurantiaca_Mantellidae,21.5,1.2,1.062658569,2.6,2.7,2.65,2.2,2.2,2.2,Ground-dwelling,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Mantella_aurantiaca,Anura,Mantellidae,Mantella,aurantiaca,Mantella_aurantiaca_Mantellidae,21.8,1.1,1.032280115,2.5,2.6,2.55,2.2,2.2,2.2,Ground-dwelling,Diurnal,Ground,Free-living larvae,Lentic water,Absent
Mantophryne_lateralis,Anura,Microhylidae,Mantophryne,lateralis,Mantophryne_lateralis_Microhylidae,36.5,4.2,1.613428646,4.5,4.8,4.65,3.5,3.6,3.55,Ground-dwelling,Nocturnal,NA,No free-living larvae,No larvae,NA
Mantophryne_lateralis,Anura,Microhylidae,Mantophryne,lateralis,Mantophryne_lateralis_Microhylidae,35.3,4.2,1.613428646,4.4,4.3,4.35,3.8,3.7,3.75,Ground-dwelling,Nocturnal,NA,No free-living larvae,No larvae,NA
Mantophryne_lateralis,Anura,Microhylidae,Mantophryne,lateralis,Mantophryne_lateralis_Microhylidae,20.4,1.1,1.032280115,3,2.7,2.85,2.6,2.6,2.6,Ground-dwelling,Nocturnal,NA,No free-living larvae,No larvae,NA
Megophrys_brachykolos,Anura,Megophryidae,Megophrys,brachykolos,Megophrys_brachykolos_Megophryidae,41.1,5,1.709975947,5.8,5.3,5.55,4.4,4.7,4.55,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_brachykolos,Anura,Megophryidae,Megophrys,brachykolos,Megophrys_brachykolos_Megophryidae,41,4,1.587401052,6.1,5.9,6,5.1,5,5.05,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_brachykolos,Anura,Megophryidae,Megophrys,brachykolos,Megophrys_brachykolos_Megophryidae,40.1,5,1.709975947,5.6,5.3,5.45,4.3,4.2,4.25,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_feae,Anura,Megophryidae,Megophrys,feae,Megophrys_feae_Megophryidae,119.5,98,4.610436292,11.4,11.7,11.55,9.1,9,9.05,Subfossorial,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_feae,Anura,Megophryidae,Megophrys,feae,Megophrys_feae_Megophryidae,121.7,120,4.932424149,10.3,11,10.65,8.7,8.8,8.75,Subfossorial,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_feae,Anura,Megophryidae,Megophrys,feae,Megophrys_feae_Megophryidae,102.6,101,4.657009508,11.2,11.4,11.3,7.6,7.6,7.6,Subfossorial,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_gerti,Anura,Megophryidae,Megophrys,gerti,Megophrys_gerti_Megophryidae,32.3,3,1.44224957,NA,4.2,4.2,NA,3.5,3.5,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lotic water,NA
Megophrys_intermedia,Anura,Megophryidae,Megophrys,intermedia,Megophrys_intermedia_Megophryidae,102.1,84,4.37951914,11.3,10.5,10.9,8,8,8,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,NA
Megophrys_microstoma,Anura,Megophryidae,Megophrys,microstoma,Megophrys_microstoma_Megophryidae,37.1,3,1.44224957,5.1,4.6,4.85,4,3.8,3.9,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_microstoma,Anura,Megophryidae,Megophrys,microstoma,Megophrys_microstoma_Megophryidae,33.1,3,1.44224957,5,4.8,4.9,3.7,3.3,3.5,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_microstoma,Anura,Megophryidae,Megophrys,microstoma,Megophrys_microstoma_Megophryidae,36.3,3,1.44224957,4.9,4.8,4.85,4,3.8,3.9,Ground-dwelling,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Megophrys_nasuta,Anura,Megophryidae,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,107,91,4.497941445,14.9,14.4,14.65,11.2,10.3,10.75,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Megophrys_nasuta,Anura,Megophryidae,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,101,68,4.081655102,12.2,12.2,12.2,8.8,9,8.9,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Megophrys_nasuta,Anura,Megophryidae,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,81,27,3,10.2,9.5,9.85,8.5,8.1,8.3,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Megophrys_nasuta,Anura,Megophryidae,Megophrys,nasuta,Megophrys_nasuta_Megophryidae,115,143,5.229321532,12.8,12.2,12.5,9.3,9.7,9.5,Ground-dwelling,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Melanobatrachus_indicus,Anura,Microhylidae,Melanobatrachus,indicus,Melanobatrachus_indicus_Microhylidae,33.9,3.9,1.574060917,4.3,4.5,4.4,3.7,3.7,3.7,Subfossorial,NA,NA,NA,NA,NA
Melanobatrachus_indicus,Anura,Microhylidae,Melanobatrachus,indicus,Melanobatrachus_indicus_Microhylidae,29.8,2.2,1.300591447,4.1,4.2,4.15,3.7,3.7,3.7,Subfossorial,NA,NA,NA,NA,NA
Melanobatrachus_indicus,Anura,Microhylidae,Melanobatrachus,indicus,Melanobatrachus_indicus_Microhylidae,20.7,0.9,0.965489385,2.9,3.2,3.05,2.4,2.5,2.45,Subfossorial,NA,NA,NA,NA,NA
Melanophryniscus_stelzneri,Anura,Bufonidae,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri_Bufonidae,28.1,2.6,1.375068867,3.8,4,3.9,2.8,2.7,2.75,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Melanophryniscus_stelzneri,Anura,Bufonidae,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri_Bufonidae,31.5,3.4,1.503694596,3.9,3.4,3.65,2.7,2.7,2.7,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Melanophryniscus_stelzneri,Anura,Bufonidae,Melanophryniscus,stelzneri,Melanophryniscus_stelzneri_Bufonidae,31,2.7,1.39247665,3.4,3.7,3.55,2.8,2.8,2.8,Ground-dwelling,Diurnal,Lentic water,Free-living larvae,Lentic water,Absent
Mertensophryne_micranotis,Anura,Bufonidae,Mertensophryne,micranotis,Mertensophryne_micranotis_Bufonidae,18.4,0.6,0.843432665,2.6,2.2,2.4,1.8,1.8,1.8,Subfossorial,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Mertensophryne_micranotis,Anura,Bufonidae,Mertensophryne,micranotis,Mertensophryne_micranotis_Bufonidae,18.5,0.7,0.887904002,2.3,2.2,2.25,1.6,1.8,1.7,Subfossorial,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Mertensophryne_micranotis,Anura,Bufonidae,Mertensophryne,micranotis,Mertensophryne_micranotis_Bufonidae,18.7,0.5,0.793700526,2.3,2.3,2.3,1.7,2,1.85,Subfossorial,Diurnal,Lentic water,Free-living larvae,Lentic water,Present
Micrixalus_phyllophilus,Anura,Micrixalidae,Micrixalus,phyllophilus,Micrixalus_phyllophilus_Micrixalidae,33.6,4.8,1.686865331,4.1,4,4.05,3.2,3.1,3.15,Subfossorial,NA,NA,NA,NA,NA
Micrixalus_phyllophilus,Anura,Micrixalidae,Micrixalus,phyllophilus,Micrixalus_phyllophilus_Micrixalidae,31.5,4.1,1.600520664,3.8,3.9,3.85,3.1,3,3.05,Subfossorial,NA,NA,NA,NA,NA
Microhyla_annectens,Anura,Microhylidae,Microhyla,annectens,Microhyla_annectens_Microhylidae,18.7,0.8,0.928317767,2.4,2.1,2.25,2.3,2,2.15,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_annectens,Anura,Microhylidae,Microhyla,annectens,Microhyla_annectens_Microhylidae,18.6,0.7,0.887904002,2.2,2.1,2.15,2,2.1,2.05,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_annectens,Anura,Microhylidae,Microhyla,annectens,Microhyla_annectens_Microhylidae,14.8,0.3,0.66943295,2.1,2.3,2.2,1.8,2,1.9,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_fissipes,Anura,Microhylidae,Microhyla,fissipes,Microhyla_fissipes_Microhylidae,22.3,NA,NA,2.5,2.6,2.55,1.7,1.8,1.75,Subfossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Microhyla_fusca,Anura,Microhylidae,Microhyla,fusca,Microhyla_fusca_Microhylidae,22.5,NA,NA,2.5,2.6,2.55,2.2,2.2,2.2,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_fusca,Anura,Microhylidae,Microhyla,fusca,Microhyla_fusca_Microhylidae,23.9,NA,NA,2.8,2.9,2.85,2.3,2.2,2.25,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_fusca,Anura,Microhylidae,Microhyla,fusca,Microhyla_fusca_Microhylidae,24.2,NA,NA,2.8,2.6,2.7,2.2,2.1,2.15,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_heymonsi,Anura,Microhylidae,Microhyla,heymonsi,Microhyla_heymonsi_Microhylidae,22.4,2.3,1.320006122,2.5,2.5,2.5,1.9,2.2,2.05,Subfossorial,Nocturnal,NA,NA,NA,Absent
Microhyla_heymonsi,Anura,Microhylidae,Microhyla,heymonsi,Microhyla_heymonsi_Microhylidae,16.7,0.8,0.928317767,2.2,1.9,2.05,2.1,2,2.05,Subfossorial,Nocturnal,NA,NA,NA,Absent
Microhyla_marmorata,Anura,Microhylidae,Microhyla,marmorata,Microhyla_marmorata_Microhylidae,19,NA,NA,2.5,2.7,2.6,2.2,2.2,2.2,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_marmorata,Anura,Microhylidae,Microhyla,marmorata,Microhyla_marmorata_Microhylidae,17.4,NA,NA,2.3,2.4,2.35,2,1.9,1.95,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_marmorata,Anura,Microhylidae,Microhyla,marmorata,Microhyla_marmorata_Microhylidae,13.7,NA,NA,2,2,2,1.7,1.7,1.7,Ground-dwelling,NA,NA,NA,NA,NA
Microhyla_pulverata,Anura,Microhylidae,Microhyla,pulverata,Microhyla_pulverata_Microhylidae,23.7,NA,NA,2.9,2.8,2.85,2.2,2.3,2.25,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Microhyla_pulverata,Anura,Microhylidae,Microhyla,pulverata,Microhyla_pulverata_Microhylidae,21.1,NA,NA,2.6,2.5,2.55,2.2,2.3,2.25,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Microhyla_pulverata,Anura,Microhylidae,Microhyla,pulverata,Microhyla_pulverata_Microhylidae,26.8,NA,NA,2.8,2.9,2.85,2.5,2.4,2.45,Ground-dwelling,Nocturnal,NA,NA,NA,NA
Mixophyes_fasciolatus,Anura,Myobatrachidae,Mixophyes,fasciolatus,Mixophyes_fasciolatus_Myobatrachidae,58.4,16,2.5198421,8.8,8.6,8.7,6.7,7,6.85,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Mixophyes_fasciolatus,Anura,Myobatrachidae,Mixophyes,fasciolatus,Mixophyes_fasciolatus_Myobatrachidae,67.1,27,3,10.3,10,10.15,8,8.2,8.1,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Mixophyes_fasciolatus,Anura,Myobatrachidae,Mixophyes,fasciolatus,Mixophyes_fasciolatus_Myobatrachidae,24.3,2,1.25992105,4.2,4.2,4.2,3.2,3.5,3.35,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lentic water,Absent
Myobatrachus_gouldii,Anura,Myobatrachidae,Myobatrachus,gouldii,Myobatrachus_gouldii_Myobatrachidae,43.8,11,2.223980091,NA,NA,NA,2.8,2,2.4,Fossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Myobatrachus_gouldii,Anura,Myobatrachidae,Myobatrachus,gouldii,Myobatrachus_gouldii_Myobatrachidae,36.1,5,1.709975947,NA,NA,NA,1.9,2.2,2.05,Fossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Myobatrachus_gouldii,Anura,Myobatrachidae,Myobatrachus,gouldii,Myobatrachus_gouldii_Myobatrachidae,41.3,10,2.15443469,3.4,3.3,3.35,2.3,2.3,2.3,Fossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Myobatrachus_gouldii,Anura,Myobatrachidae,Myobatrachus,gouldii,Myobatrachus_gouldii_Myobatrachidae,35.2,4,1.587401052,NA,NA,NA,2,2.2,2.1,Fossorial,Nocturnal,Ground,No free-living larvae,No larvae,Absent
Nasikabatrachus_sahyadrensis,Anura,Nasikabatrachidae,Nasikabatrachus,sahyadrensis,Nasikabatrachus_sahyadrensis_Nasikabatrachidae,78.7,87.4,4.437828118,2.3,2.2,2.25,NA,NA,NA,Fossorial,NA,Ground,Free-living larvae,Lotic water,Absent
Nasikabatrachus_sahyadrensis,Anura,Nasikabatrachidae,Nasikabatrachus,sahyadrensis,Nasikabatrachus_sahyadrensis_Nasikabatrachidae,89.4,151.7,5.33328993,2.3,2.2,2.25,NA,NA,NA,Fossorial,NA,Ground,Free-living larvae,Lotic water,Absent
Nasikabatrachus_sahyadrensis,Anura,Nasikabatrachidae,Nasikabatrachus,sahyadrensis,Nasikabatrachus_sahyadrensis_Nasikabatrachidae,53.4,20.1,2.718934127,2.1,2.2,2.15,NA,NA,NA,Fossorial,NA,Ground,Free-living larvae,Lotic water,Absent
Nasikabatrachus_sahyadrensis,Anura,Nasikabatrachidae,Nasikabatrachus,sahyadrensis,Nasikabatrachus_sahyadrensis_Nasikabatrachidae,68.8,30.8,3.134610414,2,2.1,2.05,NA,NA,NA,Fossorial,NA,Ground,Free-living larvae,Lotic water,Absent
Nidirana_chapaensis,Anura,Ranidae,Nidirana,chapaensis,Babina_chapaensis_Ranidae,53.6,13,2.351334688,6.7,6.5,6.6,5.5,5.4,5.45,Semiaquatic,NA,NA,NA,NA,NA
Nidirana_chapaensis,Anura,Ranidae,Nidirana,chapaensis,Babina_chapaensis_Ranidae,45.5,7,1.912931183,5.6,5.7,5.65,4.9,4.8,4.85,Semiaquatic,NA,NA,NA,NA,NA
Nidirana_chapaensis,Anura,Ranidae,Nidirana,chapaensis,Babina_chapaensis_Ranidae,35,3,1.44224957,4.7,4.4,4.55,3.7,3.7,3.7,Semiaquatic,NA,NA,NA,NA,NA
Nyctibates_corrugatus,Anura,Arthroleptidae,Nyctibates,corrugatus,Nyctibates_corrugatus_Arthroleptidae,56.2,14.9,2.460719379,8,8.2,8.1,6.7,6.4,6.55,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lotic water,Absent
Nyctibates_corrugatus,Anura,Arthroleptidae,Nyctibates,corrugatus,Nyctibates_corrugatus_Arthroleptidae,57.4,13.5,2.381101578,7.8,7.4,7.6,6.5,6.2,6.35,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lotic water,Absent
Nyctibates_corrugatus,Anura,Arthroleptidae,Nyctibates,corrugatus,Nyctibates_corrugatus_Arthroleptidae,48.4,8.2,2.016529675,7,6.6,6.8,5.5,5.5,5.5,Ground-dwelling,Nocturnal,Ground,Free-living larvae,Lotic water,Absent
Nyctibatrachus_humayuni,Anura,Nyctibatrachidae,Nyctibatrachus,humayuni,Nyctibatrachus_humayuni_Nyctibatrachidae,52,14.3,2.427236043,7.6,7.2,7.4,4.9,5.4,5.15,Semiaquatic,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Nyctibatrachus_humayuni,Anura,Nyctibatrachidae,Nyctibatrachus,humayuni,Nyctibatrachus_humayuni_Nyctibatrachidae,44.6,11.6,2.263702392,6.4,6.1,6.25,4.8,4.8,4.8,Semiaquatic,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Nyctibatrachus_humayuni,Anura,Nyctibatrachidae,Nyctibatrachus,humayuni,Nyctibatrachus_humayuni_Nyctibatrachidae,34.7,5.4,1.754410643,4.8,4.5,4.65,3.4,3.6,3.5,Semiaquatic,Nocturnal,Plants,Free-living larvae,Lotic water,Absent
Nyctimystes_kubori,Anura,Pelodryadidae,Nyctimystes,kubori,Nyctimystes_kubori_Hylidae,56.3,13,2.351334688,7.4,7.6,7.5,5.8,5.9,5.85,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,NA
Nyctimystes_kubori,Anura,Pelodryadidae,Nyctimystes,kubori,Nyctimystes_kubori_Hylidae,40.1,5,1.709975947,6.3,5.7,6,4.8,4.4,4.6,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,NA
Nyctimystes_kubori,Anura,Pelodryadidae,Nyctimystes,kubori,Nyctimystes_kubori_Hylidae,38,5,1.709975947,6.1,5.9,6,4.3,4.6,4.45,Scansorial,Nocturnal,Plants,Free-living larvae,Lotic water,NA
Nyctimystes_papua,Anura,Pelodryadidae,Nyctimystes,papua,Nyctimystes_papua_Hylidae,48.5,5.6,1.775808003,6.4,6.1,6.25,5.4,5.7,5.55,Scansorial,Nocturnal,NA,NA,NA,NA
Nyctimystes_papua,Anura,Pelodryadidae,Nyctimystes,papua,Nyctimystes_papua_Hylidae,50.3,4.7,1.675068684,6.5,5.7,6.1,5.6,5.4,5.5,Scansorial,Nocturnal,NA,NA,NA,NA
Nyctimystes_papua,Anura,Pelodryadidae,Nyctimystes,papua,Nyctimystes_papua_Hylidae,49.1,6.5,1.866255578,7,7,7,5.6,5.7,5.65,Scansorial,Nocturnal,NA,NA,NA,NA
Occidozyga_laevis,Anura,Dicroglossidae,Occidozyga,laevis,Occidozyga_laevis_Dicroglossidae,32.4,4.3,1.626133332,3.8,3.8,3.8,3.4,3.4,3.4,Aquatic,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Occidozyga_laevis,Anura,Dicroglossidae,Occidozyga,laevis,Occidozyga_laevis_Dicroglossidae,26.1,2.8,1.409459746,3.5,3.2,3.35,2.9,2.7,2.8,Aquatic,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Occidozyga_laevis,Anura,Dicroglossidae,Occidozyga,laevis,Occidozyga_laevis_Dicroglossidae,27.4,2.5,1.357208808,3.6,3.4,3.5,3.1,2.9,3,Aquatic,Nocturnal,NA,Free-living larvae,Lentic water,Absent
Occidozyga_lima,Anura,Dicroglossidae,Occidozyga,lima,Occidozyga_lima_Dicroglossidae,25.5,2.8,1.409459746,3.5,3.3,3.4,2.5,2.2,2.35,Aquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Occidozyga_lima,Anura,Dicroglossidae,Occidozyga,lima,Occidozyga_lima_Dicroglossidae,26.1,3.4,1.503694596,3.3,3.3,3.3,2.2,2.1,2.15,Aquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Occidozyga_lima,Anura,Dicroglossidae,Occidozyga,lima,Occidozyga_lima_Dicroglossidae,26,2.9,1.426043147,3.2,3,3.1,2.2,2.3,2.25,Aquatic,NA,Lotic water,Free-living larvae,Lotic water,Absent
Odontobatrachus_natator,Anura,Odontobatrachidae,Odontobatrachus,natator,Odontobatrachus_natator_Odontobatrachidae,53.65,15.11,2.472225916,7.25,7.11,7.18,6.35,5.92,6.135,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Odontobatrachus_natator,Anura,Odontobatrachidae,Odontobatrachus,natator,Odontobatrachus_natator_Odontobatrachidae,55.6,17.06,2.574303076,7.21,7.24,7.225,5.89,5.97,5.93,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Odontobatrachus_natator,Anura,Odontobatrachidae,Odontobatrachus,natator,Odontobatrachus_natator_Odontobatrachidae,49.7,10.5,2.18975957,7.32,6.95,7.135,5.47,5.85,5.66,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,Lotic water,Absent
Odontophrynus_americanus,Anura,Odontophrynidae,Odontophrynus,americanus,Odontophrynus_americanus_Odontophrynidae,42.7,12.5,2.320794417,6.8,6.5,6.65,5.2,5.3,5.25,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Odontophrynus_americanus,Anura,Odontophrynidae,Odontophrynus,americanus,Odontophrynus_americanus_Odontophrynidae,51.6,17.3,2.586318667,7.3,7.1,7.2,6.4,5.8,6.1,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Odontophrynus_americanus,Anura,Odontophrynidae,Odontophrynus,americanus,Odontophrynus_americanus_Odontophrynidae,48,12.4,2.314589055,6,6.7,6.35,5.1,5.1,5.1,Ground-dwelling,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
Odorrana_hosii,Anura,Ranidae,Odorrana,hosii,Odorrana_hosii_Ranidae,93.3,49.7,3.67664865,11.5,12.7,12.1,9.1,9.5,9.3,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,NA,Present
Odorrana_hosii,Anura,Ranidae,Odorrana,hosii,Odorrana_hosii_Ranidae,84,39.2,3.396998504,12.3,11.2,11.75,9.6,9,9.3,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,NA,Present
Odorrana_hosii,Anura,Ranidae,Odorrana,hosii,Odorrana_hosii_Ranidae,50.7,7.7,1.974680822,8,8,8,6.4,6.5,6.45,Semiaquatic,Nocturnal,Lotic water,Free-living larvae,NA,Present
Oreobates_quixensis,Anura,Craugastoridae,Oreobates,quixensis,Oreobates_quixensis_Strabomantidae,53.4,16.4,2.540668186,8.3,7.8,8.05,6.8,6.4,6.6,Ground-dwelling,Nocturnal,NA,No free-living larvae,NA,Absent
Oreobates_quixensis,Anura,Craugastoridae,Oreobates,quixensis,Oreobates_quixensis_Strabomantidae,50.7,13.3,2.369284502,8.3,7.5,7.9,5.6,6.7,6.15,Ground-dwelling,Nocturnal,NA,No free-living larvae,NA,Absent
Oreobates_quixensis,Anura,Craugastoridae,Oreobates,quixensis,Oreobates_quixensis_Strabomantidae,27,2.4,1.3388659,4.9,4.8,4.85,3.8,3.8,3.8,Ground-dwelling,Nocturnal,NA,No free-living larvae,NA,Absent
Oreophryne_variabilis,Anura,Microhylidae,Oreophryne,variabilis,Oreophryne_variabilis_Microhylidae,26.9,1.8,1.216440399,NA,3.3,3.3,NA,2.8,2.8,Scansorial,NA,NA,NA,NA,NA
Oreophryne_variabilis,Anura,Microhylidae,Oreophryne,variabilis,Oreophryne_variabilis_Microhylidae,26.4,2.1,1.280579165,3.4,3.3,3.35,2.9,2.7,2.8,Scansorial,NA,NA,NA,NA,NA
Oreophryne_variabilis,Anura,Microhylidae,Oreophryne,variabilis,Oreophryne_variabilis_Microhylidae,22.8,1.5,1.144714243,2.7,2.9,2.8,2.4,2.5,2.45,Scansorial,NA,NA,NA,NA,NA
Osteocephalus_taurinus,Anura,Hylidae,Osteocephalus,taurinus,Osteocephalus_taurinus_Hylidae,70.8,16.8,2.56115833,9.8,9.4,9.6,7.8,7.1,7.45,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Osteocephalus_taurinus,Anura,Hylidae,Osteocephalus,taurinus,Osteocephalus_taurinus_Hylidae,72.8,24.8,2.916199472,10.4,10.4,10.4,7.9,7.1,7.5,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Osteocephalus_taurinus,Anura,Hylidae,Osteocephalus,taurinus,Osteocephalus_taurinus_Hylidae,70.6,17.1,2.576313466,8.5,9.3,8.9,6.5,7.9,7.2,Scansorial,Nocturnal,Plants,Free-living larvae,Lentic water,Absent
Pelobates_cultripes,Anura,Pelobatidae,Pelobates,cultripes,Pelobates_cultripes_Pelobatidae,74.6,69,4.10156593,12.2,12.5,12.35,8.2,8.2,8.2,Fossorial,Nocturnal,Lentic water,Free-living larvae,Lentic water,Absent
